Altitude,Theta,Hour,Month,Day,GSD,North,South,West,East,Background Temperature,Background Area,Sum of Background,Background Signal,NEDT Temp,Sum of NEDT,NEDT S,NEDT Signal,Target Signal,Mix Signal,SNR
464063.3019641155,13.215239988105637,02:00,2,4,76.49395087320585,40.829036,40.828186,14.144154869751452,14.145528869751454,284.544921875,5851.324520192429,442.72326373310455,707990782549391.0,284.589021875,443.04404413778036,0.3207804046758156,512983139440.02246,63483543681158.805,759374659221718.2,100.16679442606711
464216.5577982423,12.94932777335155,02:00,2,4,76.5192128238861,40.829036,40.828186,14.144154569843534,14.145528569843536,284.544921875,5855.189931187174,442.72326373310455,708754758328201.8,284.589021875,443.04404413778036,0.3207804046758156,513536687174.16,63510092192823.234,760160123489830.2,100.10066748005283
450400.21310683194,15.719476360053395,15:00,2,4,74.241793369258,40.829036,40.828186,14.144181607190564,14.145555607190564,287.2880859375,5511.843882683602,462.94524574629395,732026106496405.5,287.3321859375,463.2748029253789,0.32955717908492943,521107973113.7098,66637718484463.47,785382859081305.1,102.39097334489789
449852.92203576857,23.71282695101395,15:00,2,4,74.15158055534647,40.829036,40.828186,14.14418267819009,14.14555667819009,287.2880859375,5498.456898856037,462.94524574629395,696263493865831.1,287.3321859375,463.2748029253789,0.32955717908492943,495649615254.91003,63536495675464.83,747137100540371.2,102.64026261450056
449422.18858653266,13.934583834669752,15:00,2,7,74.08058053624164,40.829036,40.828186,14.144183521096808,14.145557521096809,287.5927734375,5487.932412586584,465.2250473082302,741723008646523.6,287.6368734375,465.55558156045345,0.33053425222323085,526981213583.0944,67482318411233.68,795689799662678.9,102.40742862391576
448929.19183205406,20.56130076570949,15:00,2,7,73.99931733495397,40.829036,40.828186,14.144184485847228,14.145558485847229,287.5927734375,5475.898966039219,465.2250473082302,715530122203263.6,287.6368734375,465.55558156045345,0.33053425222323085,508371626278.66254,65242334468230.36,767705558859082.1,102.63247191380165
459824.5363034021,15.061623681364647,02:00,2,12,75.79525323682452,40.829036,40.828186,14.14416316463557,14.14553716463557,284.374755859375,5744.920413234358,441.48680737377873,700305112182638.8,284.418855859375,441.80704456648476,0.32023719270603124,507973827116.3802,64136556067285.88,752251680194226.4,102.26229234382645
459905.4732341037,22.00970594582884,02:00,2,12,75.80859448913797,40.829036,40.828186,14.144163006249258,14.145537006249258,284.374755859375,5746.942998418561,441.48680737377873,672364965527110.6,284.418855859375,441.80704456648476,0.32023719270603124,487707141953.1565,61556021431468.58,722221463129786.6,102.22630204473126
458056.60048069514,12.20034718902552,02:00,2,15,75.50383524407063,40.829036,40.828186,14.144166624327363,14.145540624327364,283.782958984375,5700.829136563762,437.20302059828316,701961346249661.5,283.827058984375,437.5213698015514,0.3183492032682125,511132871401.1614,65420235933201.23,755068261972168.2,103.90041160320115
448574.736088909,12.393502521685908,15:00,2,15,73.94089056410587,40.829036,40.828186,14.144185179485316,14.145559179485316,287.951171875,5467.25529741308,467.91537931784563,750720408513820.0,287.995271875,468.24706342807775,0.33168411023211775,532151841416.30066,68165030748894.91,805154227389930.5,102.29001318728332
448230.04783838586,14.937470419545653,15:00,2,15,73.88407381951416,40.829036,40.828186,14.144185854009296,14.145559854009296,287.951171875,5458.856364167417,467.91537931784563,742658294374186.4,287.995271875,468.24706342807775,0.33168411023211775,526436972289.98,67536746516848.44,796590391037100.5,102.44739541812886
453222.3803425368,22.151526134999106,02:00,2,23,74.70698577074782,40.829036,40.828186,14.144176084462474,14.145550084462474,286.638671875,5581.133722950717,458.10857173802043,696978984489363.8,286.682771875,458.4360478173259,0.32747607930548384,498231116551.604,63321168910536.016,747812027884769.2,102.02703465659695
453318.367398203,4.198549387291316,02:00,2,23,74.72280781289061,40.829036,40.828186,14.144175896624418,14.145549896624418,286.638671875,5583.498007442186,458.10857173802043,750503228933755.6,286.682771875,458.4360478173259,0.32747607930548384,536492591668.602,68155022871115.61,805216799368899.8,101.98383218111866
449807.0961049552,12.563441839847846,15:00,2,23,74.1440268304871,40.829036,40.828186,14.144182767867326,14.145556767867326,287.9453125,5497.336714639992,467.8713205449872,750157172667815.8,287.9894125,468.20298585175954,0.3316653067723223,531772514952.44434,67747549223118.54,804258892799365.9,101.73846637483392
450854.905774916,14.657415898333628,15:00,2,26,74.31674271015098,40.829036,40.828186,14.144180717397806,14.145554717397806,287.06396484375,5522.978247046778,461.2725844958869,733061010212975.2,287.10806484375,461.60142323718856,0.32883874130163804,522595246277.6193,66838890368580.57,786626971060152.2,102.49990069508027
449520.8996237761,9.408213211253528,02:00,3,3,74.09685158633673,40.829036,40.828186,14.144183327928165,14.145557327928165,285.873046875,5490.343415007611,452.4457280815165,733223294825410.1,285.917146875,452.7707532348572,0.3250251533406754,526728398661.4349,68563083119012.43,788431597753056.4,104.81360615441675
449727.537151578,22.74796703677027,02:00,3,3,74.13091271729307,40.829036,40.828186,14.14418292355706,14.14555692355706,285.873046875,5495.392220298923,452.4457280815165,685408909316429.2,285.917146875,452.7707532348572,0.3250251533406754,492379797232.83057,64033117310120.22,736969597328697.8,104.7173102999738
453048.0373437676,21.53089460234512,15:00,3,3,74.67824791380784,40.829036,40.828186,14.14417642563608,14.14555042563608,288.027099609375,5576.840711476145,468.4865335293854,715869587380529.1,288.071199609375,468.8184613151397,0.33192778575431703,507201360171.37256,63645638372289.71,766678753914787.0,100.17553288321336
448744.2260898169,20.522214511732336,02:00,3,6,73.96882847634345,40.829036,40.828186,14.144184847808589,14.145558847808587,285.390869140625,5471.3875861627175,448.9011914804848,690600052754166.8,285.434969140625,449.2246745500936,0.32348306960881246,497653891717.58856,65312822857962.13,743290847984243.1,105.87839481817545
454574.4679305999,5.824443077894903,15:00,3,6,74.92985735119777,40.829036,40.828186,14.144173438548366,14.145547438548366,286.584716796875,5614.4835226708465,457.7081063233576,747983419144383.6,286.628816796875,458.0354095888562,0.3273032654986423,534876730917.7609,67610421169325.36,802271449819123.2,101.49634025318366
447491.7147778051,20.460364932857694,02:00,3,11,73.76237056777006,40.829036,40.828186,14.144187298860858,14.14556129886086,286.03662109375,5440.887311777031,453.6520092629646,698190424230529.2,286.08072109375,453.9775578132653,0.3255485503007094,501033558324.5086,65705451585230.97,751063586076561.5,105.52818462468625
447834.1265727086,20.07249621815436,02:00,3,11,73.81881207242449,40.829036,40.828186,14.144186628791696,14.145560628791696,286.03662109375,5449.217015783924,453.6520092629646,699937838116941.4,286.08072109375,453.9775578132653,0.3255485503007094,502287532837.7506,65769208480841.555,752862305122273.0,105.366873643721
447463.39377680025,15.93629127576672,02:00,3,14,73.75770227090115,40.829036,40.828186,14.144187354282517,14.145561354282515,283.129638671875,5440.198644282897,432.5032967267245,683156894294049.1,283.173738671875,432.81956381516665,0.3162670884421459,499556982669.8325,67442919462827.06,738042241157721.5,109.86804061939662
447870.5143858379,19.93199216850195,02:00,3,14,73.82481006359966,40.829036,40.828186,14.144186557584009,14.145560557584009,283.129638671875,5450.102580926565,432.5032967267245,667903519244795.9,283.173738671875,432.81956381516665,0.3162670884421459,488402985573.7329,65817248005872.39,721465887469465.2,109.6683882096851
458902.333318033,2.0569360540230384,15:00,3,14,75.64324175571973,40.829036,40.828186,14.144164969304075,14.145538969304075,287.641845703125,5721.900023314261,465.59285810062244,764324181314324.1,287.685945703125,465.92354975792045,0.3306916572980185,542868357695.3844,66642473956099.91,817608781518697.5,98.15381473066543
447936.0560809673,21.631484187328923,02:00,3,19,73.83561363971988,40.829036,40.828186,14.144186429324792,14.145560429324792,287.3095703125,5451.697841553989,463.1057797854219,707156298252260.6,287.3536703125,463.4354058466337,0.32962606121185445,503334562920.0582,65061417578662.766,759246411866456.2,103.49003913420665
448659.9387593933,11.213320234410132,02:00,3,22,73.95493496033956,40.829036,40.828186,14.144185012751333,14.145559012751333,287.1572265625,5469.332404988054,461.96817211266455,744376101844521.0,287.2013265625,462.2973097832923,0.3291376706277447,530344363577.31476,68433087374023.75,799199189922000.9,103.37262322858201
449211.65457431565,18.900722269073544,02:00,3,22,74.04587712763444,40.829036,40.828186,14.14418393309298,14.14555793309298,287.1572265625,5482.791919600737,461.96817211266455,717945898541684.1,287.2013265625,462.2973097832923,0.3291376706277447,511513681996.9571,65841237622778.266,770692604964490.0,103.11885738203901
462642.41853743617,6.986147147741756,15:00,3,22,76.2597393193576,40.829036,40.828186,14.144157650292843,14.145531650292844,289.03662109375,5815.5478410563765,476.12038723128705,776303571438800.4,289.08072109375,476.45555732146,0.3351700901729373,546487285608.12616,65124478643177.63,828079289266044.5,94.74276747285816
463731.0219242445,22.1214464780738,15:00,3,25,76.43917943806227,40.829036,40.828186,14.14415551999368,14.14552951999368,288.77880859375,5842.948153164281,474.16378919783375,721559917888506.8,288.82290859375,474.49813083891064,0.3343416410768896,508785218479.62994,60496753498064.28,769707427495064.9,94.63228855278898
451731.85703621403,9.42352987130774,02:00,3,30,74.46129511585946,40.829036,40.828186,14.144179001282865,14.145553001282863,288.90771484375,5544.4844703311155,475.14148283425055,769969385943725.8,288.95181484375,475.476238663743,0.3347558294924511,542473662661.2327,67890565177541.45,823972827979992.8,99.55034825348083
452384.2186218535,17.96540274585997,02:00,3,30,74.56882724536047,40.829036,40.828186,14.144177724669763,14.145551724669764,288.90771484375,5560.509996748414,475.14148283425055,742447263534024.1,288.95181484375,475.476238663743,0.3347558294924511,523083246859.8273,65275186691101.766,794370306915102.5,99.26344170413167
464964.4414733229,15.14585552058077,15:00,3,30,76.64249035274554,40.829036,40.828186,14.144153106302278,14.145527106302278,291.58837890625,5874.071327470693,495.7477603590164,786064188207739.1,291.63247890625,496.09114523370266,0.3433848746862509,544475586874.23694,62701527449022.78,835383784379699.8,90.58183206174215
464681.7582373351,17.694332834690396,15:00,3,30,76.59589421494535,40.829036,40.828186,14.14415365948801,14.14552765948801,291.58837890625,5866.931010587098,495.7477603590164,775825928511937.8,291.63247890625,496.09114523370266,0.3433848746862509,537383949142.7785,61960174743843.62,824562393498296.1,90.69207419406845
465070.93881775107,17.82563268575935,15:00,4,2,76.66004486006887,40.829036,40.828186,14.14415289789653,14.14552689789653,288.913818359375,5876.762477947771,475.1878051659462,743104766404387.6,288.957918359375,475.5225806084274,0.3347754424812024,523526118049.35156,61811133582575.664,792271101610427.8,93.91381539708651
455628.3817681388,17.990899141832056,02:00,4,7,75.10357941233057,40.829036,40.828186,14.14417137613354,14.14554537613354,286.839111328125,5640.547640544245,459.5981254112683,718055806641389.0,286.883211328125,459.92624360321236,0.3281181919440428,512637367220.02997,64339660436670.195,769665217244160.1,100.67430488464521
456309.57380146993,8.550543812973872,02:00,4,7,75.21586381342911,40.829036,40.828186,14.144170043101845,14.145544043101845,286.839111328125,5657.426169200315,459.5981254112683,746578179973283.2,286.883211328125,459.92624360321236,0.3281181919440428,533000177793.375,66695761489258.16,800077513305197.6,100.3739502553302
464991.4429723285,14.408580656915758,15:00,4,7,76.64694114928491,40.829036,40.828186,14.144153053462768,14.145527053462768,290.350830078125,5874.753587541945,486.16953490817,773497950229452.5,290.394930078125,486.5089324529497,0.339397544779672,539983043671.32294,62907417591887.805,823238893028767.9,92.11574952637163
464556.4772360849,21.0653324735752,15:00,4,7,76.57524350045355,40.829036,40.828186,14.144153904651692,14.145527904651692,290.350830078125,5863.767917153754,486.16953490817,745247069663429.6,290.394930078125,486.5089324529497,0.339397544779672,520260953302.6143,60723367703004.336,793261082559206.8,92.28832683095737
464436.9762833758,21.492993465896543,15:00,4,10,76.55554554121579,40.829036,40.828186,14.144154138504334,14.145528138504334,288.60107421875,5860.751553113165,472.8177422239624,722676278686267.4,288.64517421875,473.1515129062871,0.33377068232471174,510150387974.9599,60578262068891.12,770923762489999.1,94.57502128980036
463946.7047491926,19.97078444652865,15:00,4,10,76.47473155206471,40.829036,40.828186,14.14415509792174,14.145529097921742,288.60107421875,5848.384565960362,472.8177422239624,729980627732789.4,288.64517421875,473.1515129062871,0.33377068232471174,515306661412.8562,61319941811395.84,778818821473418.2,94.77500951904138
459854.8796027453,13.59574817716389,02:00,4,15,75.8002548795734,40.829036,40.828186,14.144163105256457,14.145537105256455,289.92822265625,5745.678639808291,482.92430844511523,771057770004343.9,289.97232265625,483.2623457857982,0.3380373406829449,539724991115.89624,64548567077524.305,822186551215980.0,94.7311724549311
460242.0625841496,2.5589411734653496,02:00,4,15,75.86407625013454,40.829036,40.828186,14.144162347574095,14.145536347574096,289.92822265625,5755.358065286228,482.92430844511523,792495851526238.6,289.97232265625,483.2623457857982,0.3380373406829449,554731218676.3568,66231664417130.82,844957810522151.2,94.57185251100887
460675.4098965812,19.665452658707235,02:00,4,15,75.93550712581009,40.829036,40.828186,14.144161499552284,14.145535499552285,289.92822265625,5766.201242453955,482.92430844511523,747017355532550.5,289.97232265625,483.2623457857982,0.3380373406829449,522897182627.3856,62313467156214.984,796375718901672.6,94.394012836544
462746.6657188615,13.286189585329767,15:00,4,15,76.27692292069146,40.829036,40.828186,14.144157446290462,14.145531446290462,293.076904296875,5818.168970249107,507.41681800493825,811210340906054.4,293.121004296875,507.7650066812135,0.3481886762752424,556651346109.1436,63826697978995.56,861094330361902.2,89.6144234708579
462174.5280740652,23.19989342959316,15:00,4,15,76.18261451770306,40.829036,40.828186,14.144158565912504,14.145532565912506,293.076904296875,5803.790754752941,507.41681800493825,766118384942246.8,293.121004296875,507.7650066812135,0.3481886762752424,525709312064.1725,60428159501198.055,813346234209743.6,89.83643276558861
461007.9632603738,18.536772886260707,15:00,4,18,75.99032361434732,40.829036,40.828186,14.144160848775186,14.145534848775188,288.083984375,5774.529283013231,468.914714966497,730311768809260.1,288.128084375,469.2468253300404,0.33211036354339285,517245672396.07935,62649547133613.3,780314193848305.5,96.67055271321084
463148.4775682457,2.67983718284052,02:00,4,23,76.34315564311743,40.829036,40.828186,14.144156659980723,14.145530659980723,286.091552734375,5828.277413549252,454.05753915030226,745052538669883.1,286.135652734375,454.38326349749184,0.32572434718957766,534473565254.1443,65396706799919.055,797665836482820.4,98.43947621229765
458705.8090625569,10.823153729904073,15:00,4,23,75.6108476476742,40.829036,40.828186,14.144165353884414,14.145539353884416,287.67138671875,5717.0002819998,465.81436099429624,751569386399971.0,287.71548671875,466.14514741319783,0.3307864189015959,533708203741.61957,65555340987247.766,803978508228085.2,98.19808176208345
456564.2829606277,20.81593098697735,15:00,4,26,75.25784883966391,40.829036,40.828186,14.144169544658869,14.145543544658867,288.988037109375,5663.743811973703,475.75130191290026,730492808144664.9,289.032137109375,476.08631586227216,0.33501394937189843,514397500669.6178,62972718901042.39,780567824882690.5,97.34692853841706
463798.7228569673,21.194263985380733,02:00,5,1,76.45033893246713,40.829036,40.828186,14.144155387509027,14.145529387509027,290.91845703125,5844.6543228891,490.5488924117128,751306504609291.9,290.96255703125,490.8901180683456,0.3412256566327869,522608570386.1399,60868991378434.43,799320903344548.2,91.87449547522722
464185.7268450858,7.743472171602762,02:00,5,1,76.51413079864052,40.829036,40.828186,14.144154630176944,14.145528630176944,290.91845703125,5854.41221187147,490.5488924117128,798463610975999.8,290.96255703125,490.8901180683456,0.3412256566327869,555411038873.5763,64581721467673.87,849406668439849.5,91.72136291559286
454343.4955410848,19.92454870394003,15:00,5,1,74.89178497929969,40.829036,40.828186,14.14417389054061,14.14554789054061,290.395263671875,5608.779457385658,486.5115003613545,751342361968448.8,290.439363671875,486.85104096278434,0.3395406014298601,524368359788.03357,63958237572319.836,801904773092661.8,96.42536621517732
453660.4225689762,10.396695278580736,15:00,5,1,74.77919053334772,40.829036,40.828186,14.144175227253136,14.145549227253136,290.395263671875,5591.9273368227205,486.5115003613545,786058461521986.1,290.439363671875,486.85104096278434,0.3395406014298601,548597027174.00867,67115109506559.266,839116548929102.0,96.71595867085598
463562.9786311956,20.36499426961972,02:00,5,6,76.41147999415311,40.829036,40.828186,14.144155848839327,14.14552984883933,288.159423828125,5838.714274896861,469.4829240045056,723002627097427.6,288.203523828125,469.81527652154534,0.33235251703973745,511822114620.43866,61266481233232.75,771886200158463.5,95.50891152346429
462664.5303918558,20.895310893376763,02:00,5,9,76.26338413052568,40.829036,40.828186,14.14415760702193,14.14553160702193,289.82373046875,5816.103759040116,482.1239165586078,739887015934870.2,289.86783046875,482.4616176950301,0.3377011364223108,518249930202.2172,61290712600587.445,788456376809487.5,93.718026851766
462903.8574919505,13.417132766478735,02:00,5,9,76.30283365251931,40.829036,40.828186,14.144157138680264,14.145531138680266,289.82373046875,5822.122423404034,482.1239165586078,770356456256604.6,289.86783046875,482.4616176950301,0.3377011364223108,539592087828.9291,63748769138065.625,820873685412620.2,93.62114511217867
449673.6898361405,13.413807169235216,15:00,5,9,74.122036786177,40.829036,40.828186,14.144183028931424,14.145557028931425,292.635986328125,5494.0763373313775,503.9434090850676,805231642833608.8,292.680086328125,504.2901739598338,0.3467648747662224,554082154367.181,67556082925015.875,858131365100470.1,95.47270535590216
449051.0575900562,13.834927322465632,15:00,5,9,74.01940509726201,40.829036,40.828186,14.144184247366873,14.145558247366871,292.635986328125,5478.872330952577,503.9434090850676,803798436993398.2,292.680086328125,504.2901739598338,0.3467648747662224,553095961404.3698,67622978162433.63,856750541508121.9,95.73764447723063
460871.3300644768,17.75719254603757,02:00,5,14,75.9678016589797,40.829036,40.828186,14.144161116154091,14.145535116154091,290.196044921875,5771.106888898078,484.979418108059,758707785361100.5,290.240144921875,485.3183173758479,0.33889926778891777,530178195865.9075,62966883768573.7,808528009399274.2,93.96882864412302
461034.46414593153,20.108142067900303,02:00,5,14,75.99469189218652,40.829036,40.828186,14.144160796915331,14.145534796915332,290.196044921875,5775.19319578836,484.979418108059,748102518987508.9,290.240144921875,485.3183173758479,0.33889926778891777,522767330838.4027,62042798398780.85,797191594564807.9,93.9023398776106
459594.5260995213,19.4382268608602,02:00,5,17,75.75733946695406,40.829036,40.828186,14.144163614744905,14.145537614744905,291.717041015625,5739.174483111316,496.749986293162,769486770496896.1,291.761141015625,497.0937860580821,0.34379976492010655,532560398803.59125,62695150844982.61,818774300215159.8,92.54824397193099
446554.4131313836,17.50861066098906,15:00,5,17,73.6078702963819,40.829036,40.828186,14.14418913307609,14.14556313307609,294.8583984375,5418.118569568981,521.5959098365369,817117122023695.1,294.9024984375,521.9498582831609,0.353948446624031,554485437090.2249,67161705360791.664,869197630627127.9,93.92583667613674
446048.0809366773,12.22225224252286,15:00,5,17,73.52440894560614,40.829036,40.828186,14.144190123922767,14.14556412392277,294.8583984375,5405.838710800728,521.5959098365369,837390999630469.8,294.9024984375,521.9498582831609,0.353948446624031,568243036317.2059,68984435366060.664,890884943244392.4,94.13919783446516
456756.0996654483,12.074327639737977,02:00,5,22,75.28946697782114,40.829036,40.828186,14.144169169290786,14.145543169290786,291.771240234375,5668.503837804419,497.17253870319064,798624460407058.5,291.815340234375,497.51651326072556,0.3439745575349207,552537547873.4578,65824431443295.36,850360086704261.1,93.63277934018545
456843.882569131,16.99925938078574,02:00,5,22,75.30393668721939,40.829036,40.828186,14.14416899750752,14.14554299750752,291.771240234375,5670.682880592746,497.17253870319064,781009615313969.4,291.815340234375,497.51651326072556,0.3439745575349207,540350514046.6383,64347840030352.15,831584694078004.1,93.59679957604251
445428.9178550216,18.36890950731369,15:00,5,22,73.42234909698158,40.829036,40.828186,14.144191335569372,14.145565335569373,293.459716796875,5390.841346919032,510.4440382027273,795769231070523.1,293.503816796875,510.7934636188854,0.3494254161581125,544745307853.3243,67174206141713.15,848181933768523.9,96.21506040050768
445428.8515062262,22.79503048060078,15:00,5,25,73.42233816036695,40.829036,40.828186,14.144191335699212,14.145565335699212,292.81982421875,5390.8397409352765,505.38989417850405,765349949822149.1,292.86392421875,505.73725261162076,0.34735843311671033,526031015693.9464,65252502140319.59,816405221352727.6,97.05753084392899
445071.4962746688,17.701554748271434,15:00,5,25,73.36343345186847,40.829036,40.828186,14.14419203501134,14.14556603501134,292.81982421875,5382.193367846734,505.38989417850405,790883681088743.8,292.86392421875,505.73725261162076,0.34735843311671033,543580549205.7005,67537790807972.56,843727022495966.8,97.2134515932176
452046.1736138504,4.258866384057457,02:00,5,30,74.51310554074456,40.829036,40.828186,14.144178386193518,14.145552386193518,291.905029296875,5552.202897326138,498.2165156676498,816147139047224.1,291.949129296875,498.56092174353216,0.34440607588237526,564184495420.0366,68533845366121.35,869981465066884.5,95.41971900447317
445780.5896201317,9.138862577163067,15:00,5,30,73.48031697035138,40.829036,40.828186,14.14419064737928,14.14556464737928,294.235595703125,5399.356982063309,516.6125052350626,837853409039046.8,294.279695703125,516.9644388451746,0.3519336101120416,570773591424.4376,69771999764986.11,892107757131391.1,95.05406155345378
445523.0353869892,24.02116678655493,15:00,5,30,73.43786297587734,40.829036,40.828186,14.144191151389808,14.145565151389809,294.235595703125,5393.119718463736,516.6125052350626,775130498037176.0,294.279695703125,516.9644388451746,0.3519336101120416,528044659619.7755,64623419626728.84,825381336699617.0,95.16399370201884
449286.9791350713,18.840446102736816,02:00,6,4,74.05829326402274,40.829036,40.828186,14.144183785689574,14.145557785689574,291.556640625,5484.630801179996,495.50071806231244,770335862327241.1,291.600740625,495.84400060201193,0.3432825396994872,533688129202.74,65842834134954.62,822133341537639.9,97.0557079614594
447800.60655758553,18.736321132246683,02:00,6,7,73.81328679520641,40.829036,40.828186,14.144186694387358,14.145560694387358,293.78857421875,5448.401307511393,513.053164228967,798117262306347.9,293.83267421875,513.4036524902737,0.3504882613066229,545227573062.4178,66321651397728.695,849790263260394.5,94.77327176212177
447958.2411091496,22.17150648496084,02:00,6,7,73.83927051249718,40.829036,40.828186,14.144186385910682,14.145560385910684,293.78857421875,5452.237869817735,513.053164228967,780462335938811.1,293.83267421875,513.4036524902737,0.3504882613066229,533166748030.07697,64808932844347.195,830956736758441.4,94.70658289586687
448254.337535941,14.104132996888865,15:00,6,7,73.88807761581444,40.829036,40.828186,14.14418580647654,14.14555980647654,296.92724609375,5459.448013760619,538.3543675691917,857681446274102.0,296.97134609375,538.715017976342,0.3606504071502741,574571660300.0071,67784301636162.05,909755708285153.5,90.63144879763374
448111.0439794265,14.002341105825142,15:00,6,7,73.86445779880655,40.829036,40.828186,14.144186086889174,14.145560086889176,296.92724609375,5455.958125911675,538.3543675691917,858062951421162.4,296.97134609375,538.715017976342,0.3606504071502741,574827235428.4092,67857830079283.17,910193700543830.1,90.68942094195583
